YEAR,MO,DY,PRECTOTCORR,RH2M,WS10M_MAX,WS10M_MIN,SLP,T2M,TS,T2M_MAX,T2M_MIN
2019,7,4,3.42,65.47,9.07,3.2,100.04,28.58,29.16,34.79,23.27
2019,7,5,9.56,69.89,10.91,3.91,99.93,26.74,26.97,31.62,22.5
2019,7,6,3.32,74.08,10.12,4.23,99.89,27.98,28.54,32.82,24.33
2019,7,7,4.8,74.97,9.48,4.02,100.05,27.43,27.62,31.46,24.24
2019,7,8,5.81,76.76,9.16,2,100.17,28.1,28.69,33.81,24.33
2019,7,9,11.92,75.24,7.82,2.74,100.18,28.2,28.63,32.94,24.71
2019,7,10,7.63,75.19,7.63,3.74,100.14,28.38,28.92,33.62,24.79
2019,7,11,5.57,78.14,7.94,2.59,100.31,27.75,28.2,31.69,24.53
2019,7,12,6.18,76.55,6.52,1.96,100.51,27.9,28.36,31.89,24.49
2019,7,13,1.62,79.84,6.3,1.99,100.59,27.11,27.33,30.61,24.18
2019,7,14,0.47,72.25,7.24,3.44,100.47,28.34,28.73,33.37,24.5
2019,7,15,0.02,70.34,6.3,2.77,100.33,28.37,28.87,33.31,23.84
2019,7,16,0,66.22,6.51,2.09,100.35,29.53,30.49,35.26,24.65
2019,7,17,0.19,67.47,6.19,0.64,100.27,30,30.77,34.68,25.67
2019,7,18,0.54,68.97,6.43,2.08,100.12,29.79,30.65,34.67,25.59
2019,7,19,5.73,65.49,2.8,0.08,100.05,29.88,30.87,34.95,25.35
2019,7,20,17.19,81.25,4.23,1.29,99.99,27.89,28.45,32.22,24.56
2019,7,21,1.73,72.85,6.27,2.31,100.04,29.33,30.24,34.74,24.56
2019,7,22,0.36,72.79,4.92,2.19,100.08,29.14,30.3,34.06,24.7
2019,7,23,0.36,67.62,6.01,2.19,100.09,29.91,31.03,36.46,24.52
2019,7,24,0.38,68.31,5.46,2.08,100.15,30.09,31.32,35.77,24.57
2019,7,25,14.99,79.46,6.85,3.34,100.23,27.88,28.34,31.57,25.38
2019,7,26,15.91,83.96,7.75,3.03,100.17,26.46,26.75,30.18,24.4
2019,7,27,11.77,82.79,9.01,3.73,100.09,26.37,26.38,29.83,23.82
2019,7,28,11.97,83.77,9.61,4.13,100.06,26.37,26.45,29.92,24.04
2019,7,29,55.54,91.23,8.61,5.16,99.96,25.27,25.11,27.34,23.79
2019,7,30,47.96,86.57,9.61,6.78,100.09,25.43,25.25,28.65,23.25
2019,7,31,13.34,83.97,8.86,3.5,100.32,25.67,25.79,29.88,22.48
2019,8,1,12.88,85.08,8.37,2.81,100.26,25.76,25.75,29,22.71
2019,8,2,24.16,90.44,8.63,4.48,100.17,24.79,24.71,27.16,23.23
2019,8,3,37.11,88.82,9.35,4.54,100.11,26.05,25.94,29.54,23.26
2019,8,4,6.07,85.79,9.39,4.53,100.01,25.9,25.99,30.18,23.16
2019,8,5,3.26,85,7.59,1.45,99.87,26.83,27.06,30.65,23.51
2019,8,6,16.73,88.2,7.9,2.25,99.83,26.15,26.11,29.38,23.74
2019,8,7,16.85,91.51,9.07,3.06,99.68,25.22,25,27.01,23.61
2019,8,8,24.66,91.29,9.65,5.17,99.58,24.92,24.57,26.86,23.55
2019,8,9,4.66,83.34,9.22,4.24,99.88,26.48,26.24,31.47,23.07
2019,8,10,0.34,82.78,6.2,1.84,100.15,27.02,27.23,31.3,22.83
2019,8,11,0.82,81.84,6.38,1.67,100.28,26.93,27.13,31,23.15
2019,8,12,3.44,85.48,6.76,2.01,100.28,26.41,26.58,30.05,24.21
2019,8,13,10.58,89.32,7.12,2.8,100.22,25.48,25.29,27.76,24.03
2019,8,14,15.97,89.36,5.13,2.54,100.34,25.27,25.06,28.41,23.22
2019,8,15,5.37,84.2,4.29,1.9,100.44,26.67,26.97,30.72,22.68
2019,8,16,0.08,82.75,5.26,2.02,100.41,27.25,27.56,31.17,23.92
2019,8,17,0.05,84.05,3.98,0.72,100.44,26.83,26.94,29.9,24.49
2019,8,18,10.96,87.52,5.11,0.24,100.58,25.87,25.76,28.31,23.96
2019,8,19,2,85.35,4.82,0.96,100.61,26.53,26.74,30.86,22.63
2019,8,20,2.24,88.16,5.93,2.68,100.56,26.12,26.11,29.13,23.91
2019,8,21,1.3,88.28,5.75,1.23,100.46,26.15,26.16,29.77,23.98
2019,8,22,12.38,86.89,6.13,2.1,100.39,25.96,25.97,29.18,23.61
2019,8,23,6.61,88.19,7.43,2.68,100.4,25.49,25.35,28.57,23.44
2019,8,24,1.12,87.02,6.3,1.75,100.42,24.82,24.79,28.46,22.6
2019,8,25,2.49,85.16,7.74,2.88,100.28,25.58,25.69,29.97,22.71
2019,8,26,5.75,87.58,7.58,2.02,100.31,25.17,25.09,28.98,22.65
2019,8,27,0.39,80.19,6.72,0.75,100.3,26.09,25.87,29.98,22.71
2019,8,28,0.19,77.98,3.75,0.05,100.39,26.86,26.9,30.63,22.83
2019,8,29,0.9,77.86,2.41,0.12,100.39,27.48,27.73,31.25,23.55
2019,8,30,7.8,83.08,2.87,0.31,100.17,27.27,27.14,30.4,24.15
2019,8,31,19.99,90.45,4.51,0.81,100,25.79,25.65,28.04,24.1
2019,9,1,2.08,89.45,6.57,2.61,100.12,26.02,26,29.01,23.56
2019,9,2,3.6,88.16,6.12,1.22,100.3,25.23,25.24,27.86,23.39
2019,9,3,5.38,92.85,5.54,2.21,100.22,24.49,24.44,26.7,23.03
2019,9,4,5.01,90.51,5.89,2.62,100.01,24.95,24.87,27.94,22.77
2019,9,5,7.19,88.06,6.99,1.96,99.96,26.18,26.18,29.89,23.47
2019,9,6,11.93,92.63,7.01,4.01,99.98,25.41,25.19,27.68,23.98
2019,9,7,1.04,90.27,8.47,2.47,100.07,25,24.86,27.48,22.83
2019,9,8,5.47,87.92,7.43,1.95,100.2,25.99,25.98,29.74,22.73
2019,9,9,2.16,86.5,7.41,2.49,100.16,26.76,26.85,30.79,23.43
2019,9,10,2.25,86.39,6.12,2.24,100.19,26.91,27.01,31.01,23.73
2019,9,11,5.85,87.75,6.31,3.12,100.39,26.23,26.23,29.51,23.65
2019,9,12,12.88,87.94,6.79,2.87,100.51,25.86,25.82,29.85,23.74
2019,9,13,0.94,86.01,7.29,2.4,100.57,25.92,26,30.17,22.47
2019,9,14,1.34,85.62,4.24,1.73,100.56,26.4,26.72,30.52,22.66
2019,9,15,2.97,84.88,4.72,1.36,100.59,26.16,26.26,30.44,23.12
2019,9,16,0.99,87.55,5.01,1.33,100.48,25.97,26.11,30.02,22.85
2019,9,17,25.18,90.32,4.24,1.21,100.37,26.28,26.21,29.39,23.47
2019,9,18,2.28,89.19,2.69,0.67,100.5,26.47,26.3,28.77,24.55
2019,9,19,8.18,89.96,4.53,0.77,100.56,25.8,25.77,28.79,23.68
2019,9,20,5.84,88.31,4.56,1.6,100.56,26.31,26.31,29.52,23.82
2019,9,21,8.51,87.38,3.72,1.82,100.59,26.38,26.48,29.95,23.51
2019,9,22,0.74,84.95,2.47,0.68,100.69,26.34,26.23,29.46,23.5
2019,9,23,2.02,85.17,2.53,1.54,100.75,26.66,27.03,30.77,22.77
2019,9,24,9.04,91.56,4.48,1.53,100.67,25.65,25.65,28.41,23.86
2019,9,25,12.86,92.74,4.71,1.76,100.78,25.26,25.19,27.62,23.6
2019,9,26,5.63,89.59,5.82,2.68,101.06,25.51,25.48,28.65,23.49
2019,9,27,5.83,90.04,4.17,1.71,101.22,24.98,24.81,27.64,23.37
2019,9,28,0.38,91.06,4.35,1.21,101.08,24.74,24.65,26.99,22.82
2019,9,29,11.49,90.43,3.96,1.55,101.14,25.2,24.99,27.89,22.92
2019,9,30,10.29,89.15,3.2,0.84,101.07,25.22,24.87,27.77,22.68
2019,10,1,2.51,85.28,3.63,1.71,100.99,26,26,29.97,22.29
2019,10,2,1.06,85.73,4.21,1.41,101.04,25.77,25.77,29.68,22.53
2019,10,3,0,82.09,3.45,0.58,101.01,26.07,26,29.54,21.62
2019,10,4,0,82.76,2.33,1.16,100.99,25.79,25.74,29.29,22.35
2019,10,5,0.01,84.31,2.67,1.31,100.97,24.99,25.01,28.75,21.39
2019,10,6,1.25,78.04,2.27,0.81,101.03,25.32,25.03,29.63,21.39
2019,10,7,0.49,84.31,3.26,1.26,101.08,24.95,25.05,29.13,21.27
2019,10,8,0,86.99,4.32,1.86,101.03,24.77,24.98,29,20.93
2019,10,9,1.17,87.54,4.17,1.8,100.98,24.78,24.97,28.76,21.23
2019,10,10,5.04,86.88,3.83,1.58,100.99,24.44,24.52,28.53,21.22
2019,10,11,0.54,86.38,4.22,0.86,101,24.42,24.53,28.8,20.61
2019,10,12,0.03,87.3,3.2,1.32,101.05,24.27,24.33,27.95,21.19
2019,10,13,0,86.42,3.41,1.71,101.14,24.61,24.84,29.22,20.9
2019,10,14,0,84.97,4.6,2.03,101.21,23.89,23.91,28.86,20.37
2019,10,15,0,84.02,3.58,2.03,101.23,23.52,23.63,28.95,18.48
2019,10,16,0.08,85.8,4.4,1.76,101.21,23.53,23.73,28.28,19.79
2019,10,17,1.67,86.84,3.35,1.61,101.2,24.1,24.34,28.72,19.73
2019,10,18,11.3,89.03,2.45,1.39,101.21,24.03,24.29,27.57,21.15
2019,10,19,8.6,88.67,3.22,1.54,101.27,24.2,24.42,28.2,20.9
2019,10,20,11.05,89.09,3.36,1.57,101.26,24.38,24.65,28.46,21.16
2019,10,21,1.13,88.37,2.72,0.96,101.13,24.35,24.77,28.27,21.71
2019,10,22,0.14,85.76,2.77,1.49,100.95,24.56,25.02,29.3,20.67
2019,10,23,1.63,87.65,4.07,2.14,100.78,24.19,24.45,28.41,20.73
2019,10,24,7.07,88.02,4.28,1.93,100.75,23.8,24.07,27.98,20.64
2019,10,25,12.72,84.74,2.81,0.92,100.88,23.23,23.48,27.05,20.64
2019,10,26,5.61,89.1,4,0.89,101,23.91,23.97,27.93,20.71
2019,10,27,4.58,87.71,3.52,1.74,101.1,24.58,24.78,28.59,21.47
2019,10,28,2.8,87.63,3.5,1.5,101.18,24.66,24.89,29.29,20.97
2019,10,29,4.93,87.42,3.88,0.95,101.23,24.85,24.9,29.31,20.71
2019,10,30,4.1,89.47,2.37,0.77,101.23,24.39,24.31,27.92,21.93
2019,10,31,3.56,88.81,2.99,0.18,101.18,24.03,23.93,27.51,21.63
2019,11,1,1.6,87.33,2.5,1.74,101.13,23.83,24.09,28.36,20.11
2019,11,2,1.52,88.88,3.57,1.83,101.23,24.02,24.2,28.14,20.79
2019,11,3,0.18,84.69,2.69,1.78,101.34,24,24.21,29.05,20.36
2019,11,4,0,77.68,3,0.18,101.35,23.81,23.22,28.73,19.3
2019,11,5,0,80.94,2.53,0.04,101.14,24.75,24.45,29.5,19.53
2019,11,6,0,81.56,2.25,0.42,100.97,24.79,24.76,29.38,20.92
2019,11,7,0.35,83.97,2.53,1.4,100.95,23.85,24.1,28.37,20.53
2019,11,8,0.14,83.17,3.54,1.53,101.02,22.96,23.08,28.54,18.65
2019,11,9,0,79.56,3.97,1,101.07,22.8,22.42,28.15,18.94
2019,11,10,0,81.93,2.86,1.53,101.13,22,21.91,27.68,17.08
2019,11,11,0,84.51,3.38,2.18,101.18,21.84,21.88,27.95,16.84
2019,11,12,0,82.35,3.72,2.2,101.35,21.21,21.19,27.32,16.13
2019,11,13,0,77.59,3.57,1.58,101.47,19.73,19.5,25.76,14.67
2019,11,14,0,80.76,3.25,2.13,101.45,19.79,19.85,26.59,14.12
2019,11,15,0,81.19,2.62,1.83,101.36,20.42,20.74,26.69,14.59
2019,11,16,0,82.11,2.91,2.07,101.33,20.94,21.25,27.12,15.98
2019,11,17,0,80.98,3.64,2.18,101.39,20.32,20.23,26.61,15.36
2019,11,18,0,82.43,4.2,2.2,101.41,19.45,19.29,26.52,13.59
2019,11,19,0,82.17,2.69,1.98,101.35,19.58,19.58,26.41,13.84
2019,11,20,0,82.86,3.11,1.83,101.3,19.78,19.59,26.7,14.01
2019,11,21,0,83.17,3.39,1.96,101.44,19.94,20.09,26.94,14.15
2019,11,22,0,81.32,2.68,1.26,101.51,19.7,19.86,26.77,14.03
2019,11,23,0,80.15,3.34,1.64,101.5,19.79,19.37,26.51,13.97
2019,11,24,0,81.67,3.3,1.87,101.42,20.09,20.03,26.47,14.24
2019,11,25,0,82.68,2.86,1.95,101.38,20.15,20.22,27.23,13.96
2019,11,26,0,82.62,2.5,1.78,101.37,20.84,20.78,27.63,15.1
2019,11,27,0,80.5,2.77,0.65,101.37,21.28,20.97,28.06,16.06
2019,11,28,0,78.96,2.13,0.96,101.38,21.41,21.32,28.19,15.84
2019,11,29,0,79.11,2.71,1.1,101.39,21.29,21.43,28.22,16
2019,11,30,0,80.32,3.37,1.89,101.39,21.36,21.66,28.49,15.68
2019,12,1,0,82.33,2.92,1.57,101.42,21.56,21.76,27.41,17.03
2019,12,2,0,80.59,2.56,1.08,101.46,22.24,22.76,28.25,18.04
2019,12,3,0,79.47,3.49,1.97,101.5,21.5,22,27.69,16.34
2019,12,4,0,80.22,4.77,2.22,101.62,20.96,21.36,27.49,16.55
2019,12,5,0,77.18,4.02,2.21,101.73,19.4,19.83,26.43,14.62
2019,12,6,0,77.13,3.32,2.02,101.66,17.93,18.51,25.76,11.69
2019,12,7,0,77.4,3.04,1.96,101.6,18.64,19.11,26.56,12.08
2019,12,8,0,77.43,3,1.22,101.62,19.06,19.53,26.61,12.92
2019,12,9,0,78.06,2.64,1.86,101.6,19.64,20.13,27.48,13.71
2019,12,10,0,76.9,2.65,1.07,101.41,19.55,19.87,27.06,13.8
2019,12,11,0,73.75,2.76,1.06,101.29,20.44,20.46,28.11,14.98
2019,12,12,0,75.66,5.86,2.63,101.25,20.86,21.11,27.94,14.95
2019,12,13,0.01,75.76,5.47,2.14,101.34,22.16,22.65,28.47,17.77
2019,12,14,0,79.31,4.52,0.75,101.56,22.95,23.61,28.83,18.88
2019,12,15,0.12,79.68,4.79,0.44,101.47,22.68,23.3,28.29,18.34
2019,12,16,0.08,79.98,3.54,0.69,101.53,21.66,22.47,27.54,17.88
2019,12,17,0,78.25,3.6,2.59,101.68,20.93,21.74,27.08,16.85
2019,12,18,0,77.97,3.87,1.76,101.74,19.98,20.83,27.03,14.64
2019,12,19,0,74.64,2.97,1.62,101.57,19.71,20.41,27.48,13.66
2019,12,20,0,72.8,3.15,1.54,101.43,19.94,20.46,27.97,14.37
2019,12,21,0,72.33,3.36,1.82,101.43,20.05,20.48,27.68,15.07
2019,12,22,0,74.31,2.52,1.54,101.46,20.32,20.88,27.89,14.16
2019,12,23,0,75.07,3.5,1.8,101.43,20.71,21.27,27.51,15.29
2019,12,24,0,73.87,4.85,1.96,101.51,20.89,21.36,27.93,14.94
2019,12,25,0.17,73.92,3.97,0.78,101.42,21.52,21.85,27.38,16.12
2019,12,26,0.48,85.39,2.23,0.32,101.35,20.62,20.75,23.34,18.49
2019,12,27,0.02,72.16,4.85,0.92,101.42,18.96,19.55,24.74,12.4
2019,12,28,0,52.68,4.64,2.49,101.57,14.32,15.03,24.04,7.67
2019,12,29,0,61.96,3.56,0.64,101.58,14.88,15.75,25.27,6.45
2019,12,30,0.01,68.06,3,1.81,101.5,17.58,18.44,25.62,9.93
2019,12,31,2.75,81.85,4.63,2.22,101.52,18,18.24,21.89,14.85
